timestamp,ax,ay,az,gx,gy,gz
1444917,0.912,0.0342,0.363,0.4272,0.1221,0.3052
1444937,0.9064,0.031,0.3644,0.3052,-0.9155,-0.061
1444957,0.9058,0.0322,0.363,0.0,-0.4272,-0.1831
1444977,0.9072,0.0327,0.3613,0.0,0.2441,-0.1221
1444997,0.9037,0.0331,0.3654,0.2441,-0.9155,-0.3052
1445017,0.9054,0.0355,0.3633,0.3662,-0.7935,-0.3662
1445037,0.9028,0.0342,0.3634,0.2441,-0.4883,-0.1221
1445057,0.9022,0.0305,0.3612,0.1831,1.709,0.0
1445118,0.9025,0.0269,0.3574,0.0,-0.1221,-0.061
1445147,0.8953,0.0275,0.3594,0.3662,-0.061,-0.1831
1445167,0.903,0.0253,0.3645,0.5493,0.3662,-0.3052
1445187,0.9061,0.0232,0.3632,0.5493,-0.5493,-0.1831
